,User,Profile Picture,Email Address,Phone Number,Communication History,Company Name,Industry,Deal Stage,Deal Value,Win/Loss Status,Upcoming Tasks,Activity Status,Lead Source,Location,Custom Visuals,Creation Date,Last Updated,User Activity
396,Nathaniel Perry,https://picsum.photos/777/624,padillajamie@example.org,+1-653-598-6967x85234,Myself professional marriage suggest. Girl to administration mind sometimes sort.,"Brown, Myers and Harris",Retail,Lead,10037,Lost,1/4/2024,Completed,Yahoo,French Guiana,8,12/8/2021,12/12/2023,80
397,William Doyle,https://placekitten.com/389/300,corygutierrez@example.com,290-220-4071x413,Fear much will stay. Necessary bag with certainly need create TV. Five little appear deep adult tell onto.,Farley-Clark,Retail,Lead,28231,Won,1/18/2024,Completed,Facebook,Saint Martin,9,6/19/2022,12/6/2023,85
398,Amanda Johnson,https://picsum.photos/985/673,cristian33@example.org,001-610-277-3971x214,Individual not read a debate return. Create always gas method shoulder growth.,Parker-Patrick,Healthcare,Opportunity,29668,Lost,1/19/2024,Ongoing,X,Poland,5,6/18/2023,12/14/2023,38
399,Henry Bennett,https://dummyimage.com/100x207,andrea62@example.org,486-290-8784x01498,Hair control stock personal work alone pattern. Raise former own discuss get.,"Peters, Young and Collins",Finance,Opportunity,6420,Lost,1/21/2024,Completed,Other,Romania,10,2/21/2020,12/4/2023,81
400,Vernon Alexander,https://picsum.photos/699/778,johnsonandrew@example.net,-6029,Improve company general chance plan poor anyone. Turn degree social day week mind.,Brown-Smith,Finance,Closed Deal,40996,Lost,1/10/2024,Ongoing,Instagram,Mozambique,8,8/5/2022,12/7/2023,30
401,Emily Roman,https://picsum.photos/337/40,brandonthomas@example.org,573-558-0099x5161,Certain store break off west. Five child picture from throw enjoy create share.,Herrera-Cook,Healthcare,Closed Deal,93973,Won,1/26/2024,Completed,Google,Monaco,10,9/15/2020,12/5/2023,50
402,Alexander Thompson,https://dummyimage.com/236x115,banksthomas@example.net,001-889-287-7337x548,Bar analysis move beat meeting life. Turn remain especially dinner. Choose science where admit resource require. A member father the say power production.,Vargas-Gross,Technology,Lead,16088,Won,1/18/2024,Ongoing,Instagram,Faroe Islands,4,5/14/2020,12/10/2023,20
403,Eugene Larson,https://dummyimage.com/426x193,michaelbaker@example.net,919-664-3339,Least campaign work when.,Bishop-Jones,Retail,Proposal,56446,Lost,1/26/2024,Completed,X,Italy,9,12/11/2021,12/12/2023,34
404,Collin Morris,https://dummyimage.com/606x676,shanedavenport@example.net,654.588.7290x03299,Tonight social make. Network feeling pay. Left popular environmental TV home development. Ago range opportunity according technology.,"Curtis, Howell and Valdez",Technology,Opportunity,23780,Lost,1/21/2024,Completed,Facebook,Iceland,4,8/14/2020,12/23/2023,35
405,Theresa Cross,https://dummyimage.com/654x266,awells@example.org,232.245.9042,Large per nice quite treat. Whom hear later arm people administration.,Clark LLC,Finance,Opportunity,29632,Lost,1/8/2024,Completed,Google,Sierra Leone,10,6/12/2021,12/28/2023,50
406,Kristine Huff,https://placekitten.com/453/72,anthony56@example.com,733.882.2672x22015,Recently less story car. Face particularly reality catch.,"Bush, Mccullough and Lee",Finance,Closed Deal,99417,Lost,1/10/2024,Completed,Google,Korea,3,12/14/2021,12/1/2023,77
407,Daniel Simmons,https://placekitten.com/390/409,thayes@example.net,001-234-263-1009,Such yeah need wrong sea himself attention. Vote behavior instead such no.,Hart Inc,Retail,Proposal,56193,Lost,1/17/2024,Ongoing,Website,Papua New Guinea,2,11/25/2022,12/14/2023,17
408,Lisa Patel,https://placekitten.com/350/995,john58@example.org,568-257-1085x9303,Base perform or enough himself difference. Page marriage party perhaps. Each national themselves.,"Bowen, Mejia and Collins",Retail,Proposal,67945,Lost,1/3/2024,Ongoing,Google,Tanzania,5,6/26/2021,12/27/2023,18
409,Luis Gross,https://dummyimage.com/116x347,qvasquez@example.com,894.405.9660x361,Board would executive. Art forward political rich majority room. Head wait down easy born share.,Williams-Williams,Finance,Closed Deal,82490,Lost,1/23/2024,Completed,Google,Heard Island and McDonald Islands,6,2/9/2021,12/10/2023,55
410,Stuart Patrick,https://dummyimage.com/615x931,cummingsdaniel@example.com,631-309-7680,Measure large store president. Education keep your church red would federal camera.,Mitchell PLC,Healthcare,Lead,6091,Won,1/6/2024,Completed,X,Cayman Islands,6,8/2/2023,12/13/2023,68
411,Rachel Hammond,https://dummyimage.com/433x742,jennifervargas@example.net,+1-883-864-2285x9359,Yourself become talk. Who program really. Chair high senior democratic ability food method.,Orr-Butler,Technology,Opportunity,6715,Won,1/4/2024,Completed,Instagram,Israel,2,9/16/2020,12/25/2023,98
412,Denise Gallagher,https://dummyimage.com/388x56,rosalesjason@example.org,001-791-307-3098,Matter southern old modern. Save middle draw pass black must couple around. Car let western size nation site.,Kim-Marshall,Healthcare,Closed Deal,14282,Won,1/18/2024,Completed,Instagram,Angola,8,8/8/2023,12/17/2023,72
413,Dylan Dyer,https://picsum.photos/59/264,btrevino@example.com,307.867.0031x77057,Movement its cause sport. Mission other reflect painting probably. Since approach cause second seat program. North various finally story sit.,Mathis-Nguyen,Retail,Opportunity,58472,Lost,12/30/2023,Completed,Website,Angola,4,1/17/2023,12/8/2023,79
414,Philip Moreno,https://picsum.photos/542/60,diana46@example.net,(463)768-9465x482,Rise teach very throughout mind girl. Local who interesting health bed bank agent those.,Fernandez-Turner,Retail,Opportunity,54963,Won,1/14/2024,Ongoing,X,Pitcairn Islands,3,8/29/2020,12/25/2023,66
415,Gregory Snyder,https://placekitten.com/781/807,emily31@example.net,+1-350-275-3562x56794,Operation recently approach social never event. Professional him usually include moment nor. Table skin spring eat face effect computer.,Allen Group,Technology,Proposal,50610,Won,12/31/2023,Ongoing,Facebook,Iceland,8,11/11/2022,12/10/2023,27
416,Sylvia Hampton,https://placekitten.com/72/615,bryan53@example.org,571.442.9736x667,Return indicate both join officer campaign. Happen spend treat reason. Shoulder produce feel than member south.,Osborn-Walters,Healthcare,Proposal,67384,Lost,1/17/2024,Completed,Instagram,Korea,1,3/1/2021,12/3/2023,48
417,Jennifer Romero,https://picsum.photos/137/85,katherinejones@example.net,001-597-579-7214x74363,Public mind nature we one only great. Sport beautiful line newspaper do measure art. War hear structure every.,"Ball, Jones and Meadows",Healthcare,Closed Deal,67090,Won,1/19/2024,Ongoing,Other,Mayotte,5,9/25/2023,12/17/2023,93
418,Jason Rodriguez,https://dummyimage.com/222x921,michaelkeith@example.com,2978183984,Blue letter participant hundred people. Agree note finish wife. Enter low education nation.,Ingram-Vasquez,Finance,Proposal,60324,Lost,1/21/2024,Completed,X,Jamaica,6,8/11/2023,12/13/2023,64
419,Sarah Huff,https://placekitten.com/756/900,asmith@example.org,+1-215-467-1816x72639,Fast area night. Few role beyond. Life quickly him whose no network pay.,"Fisher, Jordan and Simon",Finance,Proposal,93497,Won,12/31/2023,Ongoing,Yahoo,Uruguay,4,10/12/2021,12/11/2023,8
420,Gary Robinson,https://placekitten.com/697/605,william74@example.org,537-748-5510x7372,Type last sign success. Fund offer process play federal main. East remain financial hour check tell.,"Gutierrez, Davis and Silva",Retail,Lead,94769,Won,1/22/2024,Completed,Google,Germany,6,2/14/2023,12/4/2023,14
421,Mary Bryant,https://dummyimage.com/548x604,yhernandez@example.net,875.365.7331x957,Explain able local others ground trip attack. Course executive whom down wife article.,Henson and Sons,Retail,Proposal,23626,Lost,1/7/2024,Completed,Google,Denmark,5,12/31/2022,12/3/2023,9
422,Ashley Christian,https://placekitten.com/496/728,natalie66@example.com,(459)745-6512x331,Challenge once maintain picture defense generation approach. Create produce dream fly technology staff. Possible his nor feel.,"Jackson, Schmidt and Wright",Retail,Lead,73868,Won,1/8/2024,Completed,Website,Saint Barthelemy,2,3/27/2021,12/10/2023,45
423,Christine Guzman,https://picsum.photos/787/493,stevenmoore@example.org,-9367,Meeting evidence community. International then food end education. Officer guess fund Mr allow artist.,Edwards and Sons,Healthcare,Opportunity,58239,Won,1/26/2024,Ongoing,X,Slovenia,6,10/13/2022,12/1/2023,84
424,Christopher Lewis,https://placekitten.com/53/570,savannahpatrick@example.net,001-372-369-6025x72664,Safe kind dog ok team year. Themselves political Mrs. Impact service one ago. Degree today better bag.,Kim-Livingston,Finance,Proposal,84291,Lost,1/20/2024,Completed,Other,Paraguay,10,4/25/2021,12/26/2023,42
425,Bradley Rosales,https://picsum.photos/761/739,cathyyates@example.net,+1-351-245-1850x002,Whom better position speak explain. Industry reveal south agree. Lay maintain herself little black power. Debate seem area discussion.,Hernandez-Morales,Healthcare,Lead,53602,Won,1/23/2024,Completed,Google,Slovenia,1,12/12/2023,12/2/2023,76
426,Danielle Miller,https://dummyimage.com/924x325,fernandezbrooke@example.org,391.798.5276,Those wrong guess between rather require street. Smile or me.,Roberts Group,Retail,Opportunity,35507,Lost,1/21/2024,Ongoing,Google,Guatemala,10,7/17/2023,12/14/2023,93
427,Lori Anderson,https://dummyimage.com/702x656,monicamyers@example.net,(745)662-0718x9549,Military year mean practice. Speak subject economy something trouble.,Ferguson Inc,Retail,Lead,87607,Won,1/27/2024,Ongoing,X,Jamaica,1,8/8/2022,12/4/2023,85
428,Ashley Taylor,https://placekitten.com/260/864,carla23@example.net,844.821.7608,Include service white. Address sometimes could available no. Out might able report you wonder.,"Burch, Kelly and Abbott",Retail,Opportunity,75334,Lost,1/17/2024,Ongoing,Yahoo,Liberia,7,2/12/2023,12/16/2023,55
429,Clayton Simpson,https://placekitten.com/263/850,hurleyjoshua@example.net,263-283-0307,Imagine drive require civil national guy. History community newspaper allow factor beyond reality.,Kennedy LLC,Healthcare,Lead,11532,Won,1/13/2024,Completed,Website,North Macedonia,5,7/30/2022,12/11/2023,41
430,Mark Berry,https://dummyimage.com/292x675,rebeccaward@example.org,+1-745-240-0859x551,Scientist determine more response yard step. Law left give meeting.,Paul Inc,Technology,Proposal,22657,Lost,1/13/2024,Completed,Facebook,Saudi Arabia,7,12/13/2020,12/1/2023,26
431,Valerie Cain,https://placekitten.com/1014/115,robert16@example.com,-9836,Hear responsibility around particular create. Man those rock able nature up.,Flores-Russell,Technology,Closed Deal,68701,Won,1/22/2024,Completed,X,Belarus,2,4/14/2023,12/15/2023,7
432,Thomas Kaufman,https://picsum.photos/983/87,michaeloneill@example.com,(379)270-5436x141,Wind assume party owner. Pull must memory story recognize if record.,Clark LLC,Finance,Lead,90830,Lost,1/1/2024,Ongoing,Facebook,Moldova,4,11/29/2021,12/27/2023,16
433,Alicia Willis,https://placekitten.com/221/474,welchstacy@example.com,(804)967-1460,Cell watch keep majority assume. Well wish material doctor cover listen matter. Fear long but play job assume poor.,Black PLC,Healthcare,Opportunity,8184,Won,1/1/2024,Completed,Facebook,Northern Mariana Islands,6,2/21/2023,12/19/2023,23
434,Gerald Chang,https://placekitten.com/889/172,vbrown@example.net,453-841-1447,Trip here reality shoulder body remember training interview. Model southern common writer author west question.,James-Stanley,Retail,Closed Deal,78276,Lost,1/20/2024,Ongoing,Instagram,Martinique,8,1/26/2020,12/5/2023,79
435,Rebecca Robles,https://placekitten.com/962/691,thernandez@example.org,001-802-617-9155,Cold visit trial team cell receive traditional. Share common put.,Lloyd-Hurst,Technology,Lead,59306,Lost,1/3/2024,Completed,Yahoo,Micronesia,3,1/7/2021,12/14/2023,45
436,Charles Adams,https://dummyimage.com/921x197,emartin@example.com,700-409-5955x8176,Create meeting often senior. Respond why radio read east. Garden bank present discussion.,Shepard PLC,Retail,Proposal,17018,Lost,1/4/2024,Ongoing,Other,Saint Helena,2,9/10/2023,12/5/2023,38
437,Kelly Ibarra,https://picsum.photos/678/888,derrick34@example.org,306.606.4363x10724,Will wonder student mother attack place.,White Group,Finance,Proposal,2796,Lost,1/18/2024,Completed,Instagram,Czech Republic,6,5/16/2021,12/22/2023,36
438,Richard Barron,https://picsum.photos/483/782,butlermichelle@example.com,001-653-541-1073x1389,Unit while growth since star painting protect. Measure whom drug process five reduce particular trade. Happen economy election bill clear goal artist.,Morales-Taylor,Finance,Closed Deal,58050,Lost,1/9/2024,Ongoing,Other,Saint Kitts and Nevis,6,7/3/2021,12/11/2023,68
439,Nicole Lewis,https://dummyimage.com/225x410,lindsaywilliams@example.com,+1-979-817-4565x94324,Good space person. His catch knowledge technology change.,Goodman and Sons,Retail,Opportunity,10259,Won,1/4/2024,Completed,Other,Comoros,3,3/21/2020,12/14/2023,31
440,Lawrence Garcia,https://picsum.photos/736/330,joshuathomas@example.com,704.341.8861,Would spring use painting. Term time dog phone.,Mora Ltd,Retail,Lead,87806,Lost,1/1/2024,Ongoing,Google,Oman,5,11/5/2023,12/28/2023,35
441,Theresa Harris,https://dummyimage.com/157x712,wgarcia@example.com,(811)217-5288x82143,Management because player always. Later their your conference figure group short.,"Swanson, Taylor and Ross",Healthcare,Closed Deal,61830,Won,1/16/2024,Completed,Yahoo,Lao People's Democratic Republic,7,2/29/2020,12/23/2023,33
442,Jennifer Miller,https://placekitten.com/678/117,jenniferjones@example.com,600-201-1266,By discussion leave financial huge. Play put as production relate under. Fact newspaper nothing instead tend.,"Ramirez, Rios and Rose",Finance,Opportunity,8972,Lost,12/30/2023,Completed,Other,New Caledonia,1,8/10/2020,12/7/2023,78
443,Peter Smith,https://placekitten.com/731/779,charlestorres@example.net,001-278-338-7746,Story large report stuff as cold. Contain message between art happy low. Carry save teach result finally generation staff.,Dougherty-Scott,Healthcare,Closed Deal,9158,Lost,1/24/2024,Ongoing,Other,Iraq,2,1/31/2022,12/12/2023,36
444,Scott Anderson,https://picsum.photos/595/22,robert46@example.com,550.482.0361x70041,Investment major fear station surface process table. Night stand final authority reach former relate.,Yang Inc,Retail,Lead,57434,Won,1/12/2024,Completed,Yahoo,Ukraine,9,7/2/2023,12/13/2023,7
445,Cynthia Rivera,https://dummyimage.com/955x565,marcusmiller@example.net,926.692.0697,Anyone analysis skill design special vote. Very ball meet everybody.,Rogers-Gomez,Finance,Proposal,55553,Lost,1/5/2024,Completed,Google,Argentina,6,6/6/2021,12/20/2023,81
446,Daniel Delacruz,https://picsum.photos/727/787,johnsonryan@example.org,267.727.8923x4796,Later girl physical almost thing reduce late. Nothing data hold control company high series.,Rodriguez LLC,Technology,Opportunity,25249,Won,1/19/2024,Ongoing,Facebook,Saudi Arabia,3,10/19/2021,12/18/2023,90
447,Laurie Russell,https://placekitten.com/267/201,zpayne@example.net,794-204-7765x60775,Party scientist never yes line. Meeting charge fire practice if see pattern.,Price and Sons,Healthcare,Closed Deal,67062,Lost,1/4/2024,Completed,Facebook,Panama,9,2/17/2021,12/24/2023,82
448,Cheryl Day,https://dummyimage.com/305x903,kimberlymoore@example.net,359-812-4076,Factor close better else fact leader hold. Page none language. Out consider produce TV report letter left president.,Schroeder Inc,Healthcare,Closed Deal,41660,Lost,1/9/2024,Completed,Google,Western Sahara,6,5/20/2021,12/13/2023,99
449,Elizabeth Contreras,https://placekitten.com/769/364,cordovamichaela@example.com,605-233-6260,Site six course sense coach. Agent industry senior the partner remain. One change value hand kind once cover.,Gonzalez and Sons,Retail,Lead,14073,Won,1/17/2024,Completed,Website,Vanuatu,10,11/23/2021,12/22/2023,79
450,Robert Johnson,https://dummyimage.com/174x920,hewing@example.org,+1-358-311-5025x9645,Station war get. Goal professional opportunity effect order base method.,Powers Group,Finance,Proposal,50499,Won,1/16/2024,Ongoing,X,Cook Islands,1,3/6/2020,12/3/2023,40
451,Jennifer Ruiz,https://dummyimage.com/566x913,joel07@example.com,001-626-363-5950,Figure manager technology beyond shoulder onto suddenly. Tv feel travel recent. Simply himself research. She marriage certain final group enjoy condition.,Singleton LLC,Retail,Closed Deal,98161,Lost,1/19/2024,Ongoing,Website,Croatia,6,9/7/2023,12/25/2023,6
452,Taylor Ho,https://placekitten.com/866/125,sabrinawelch@example.net,429-436-6478x7925,Boy safe positive recent sell recognize guy. Yourself morning computer future form break activity.,Mcmillan Inc,Retail,Closed Deal,79571,Lost,1/7/2024,Ongoing,X,Heard Island and McDonald Islands,9,4/14/2020,12/15/2023,54
453,Jeffrey Cortez,https://picsum.photos/679/182,christopher65@example.org,001-484-853-9273x107,Present reality call conference response during. Bad girl beautiful shoulder million magazine. Race rich free country American.,Alexander-Perkins,Technology,Closed Deal,2709,Won,1/17/2024,Ongoing,Google,Christmas Island,2,4/6/2023,12/6/2023,42
454,Stephanie Maxwell,https://picsum.photos/718/966,barbara28@example.org,(784)732-0498,Store short different system college. Tree shoulder agent. Piece travel clearly trial.,Ferguson-White,Healthcare,Lead,91150,Won,1/22/2024,Ongoing,Other,Tunisia,7,3/12/2020,12/7/2023,8
455,Shannon Flynn,https://placekitten.com/39/256,matthewpeterson@example.org,(976)934-0653x9930,Notice generation believe follow cut price. Late mean those part nearly support. Reality ball nice.,"Myers, Vincent and Collins",Technology,Lead,98911,Won,1/6/2024,Ongoing,Website,Macao,6,10/12/2020,12/4/2023,88
456,Donna Duncan,https://picsum.photos/400/132,aryan@example.net,(231)706-4557,Often decision identify suffer movement weight watch bit.,"Sanders, Cameron and Nelson",Retail,Lead,54292,Won,1/21/2024,Completed,X,Paraguay,1,10/26/2021,12/26/2023,8
457,Danielle Holt,https://picsum.photos/56/504,ldavidson@example.net,(917)705-8419x427,Could international wrong represent like home carry support. Congress choice majority back.,Spears-Peters,Healthcare,Opportunity,97828,Won,1/4/2024,Ongoing,Google,Cameroon,9,7/23/2022,12/21/2023,60
458,Kathleen Jones,https://dummyimage.com/87x821,gregorywu@example.com,9665932806,Half trade herself hit consider. Rest much very message year one safe. Yeah late computer station guess purpose item.,"Brown, Davis and Bradley",Retail,Proposal,78392,Lost,1/23/2024,Ongoing,Website,Austria,5,5/14/2021,12/11/2023,53
459,Aaron Torres,https://dummyimage.com/281x1022,linda19@example.com,(408)396-8248x325,Dog sign Mrs forget medical agency.,Stanley-Saunders,Retail,Closed Deal,17131,Won,1/4/2024,Ongoing,Yahoo,Lebanon,2,5/12/2022,12/10/2023,68
460,Darrell Dunn,https://placekitten.com/188/243,kevin18@example.org,-4235,Return beautiful movement particularly. Still away student process agree Republican only hospital. Good nature move another pull item.,Hernandez-Burns,Retail,Opportunity,78812,Lost,12/30/2023,Completed,Yahoo,United States Virgin Islands,10,8/17/2021,12/8/2023,9
461,Amy Rollins,https://dummyimage.com/856x526,alyssa55@example.com,+1-995-220-0125x719,Offer a civil far. Hold year current.,"Ingram, Cox and Mcguire",Finance,Opportunity,91036,Lost,1/11/2024,Ongoing,Facebook,Belarus,7,2/23/2023,12/23/2023,74
462,Cheryl Washington,https://dummyimage.com/872x791,hwilson@example.com,+1-426-838-0104x33055,Actually long meet at lay line.,Hart Ltd,Healthcare,Lead,8176,Lost,1/2/2024,Completed,Google,Luxembourg,5,7/9/2022,12/26/2023,18
463,Leslie Smith,https://placekitten.com/855/727,stacey64@example.net,001-792-421-9233,Need edge no tree easy entire song. Beyond close move cup us hand charge.,Alexander-King,Healthcare,Closed Deal,84362,Won,1/18/2024,Ongoing,Facebook,Indonesia,5,6/12/2020,12/27/2023,11
464,Mr. Robert Rangel,https://placekitten.com/483/169,lambjoshua@example.org,969.751.3418x537,Administration institution imagine factor. Administration agreement eat. Eat eye apply reach shoulder reason suggest. Bad although usually culture thought.,Schwartz Group,Finance,Closed Deal,34783,Lost,1/13/2024,Completed,Instagram,Yemen,2,9/25/2023,12/5/2023,93
465,Rachel Martinez,https://picsum.photos/634/583,tamara87@example.org,510.739.3119x8785,Easy behavior certain find turn officer sport. Doctor bit education health meet professional happen.,Douglas Inc,Retail,Opportunity,32683,Lost,1/15/2024,Ongoing,Google,Tunisia,1,10/15/2022,12/13/2023,49
466,Christopher Andersen,https://picsum.photos/1020/230,justinolsen@example.com,234-525-8766,Be possible yes whether after again spring. Rest ever difficult should. Play various manager recognize speak risk prevent.,Jordan-Griffith,Finance,Opportunity,33652,Won,1/26/2024,Completed,X,Saint Kitts and Nevis,4,9/3/2021,12/15/2023,53
467,Michele Wood,https://placekitten.com/322/711,amandahughes@example.net,+1-359-947-6951x815,Medical wish shoulder crime compare. Lay city human watch significant free consumer. House unit rich easy. Resource lose mouth finish shoulder.,Dixon Inc,Finance,Proposal,64549,Lost,1/20/2024,Completed,X,Serbia,2,3/16/2021,12/15/2023,18
468,Stephen Burgess,https://placekitten.com/222/749,brandon90@example.com,-7959,That decade high stop few on ten. Save true certainly agency similar mission. Also often what imagine soon tough.,Reynolds Ltd,Finance,Lead,6524,Lost,1/7/2024,Completed,Other,Botswana,5,3/31/2022,12/7/2023,87
469,Linda Bell,https://dummyimage.com/49x423,roger09@example.net,001-447-244-3265x199,He subject nearly there travel. Still environment happy should claim call wait structure.,Mora-Fields,Technology,Opportunity,49492,Won,1/18/2024,Completed,Website,Uganda,10,9/11/2020,12/3/2023,86
470,Joshua James,https://dummyimage.com/251x32,hhill@example.com,+1-259-574-7621x9148,Face whom record reality. Some remember school student series. Serious near drug eye similar.,"Green, Douglas and Robinson",Technology,Closed Deal,78140,Won,1/14/2024,Completed,Google,Monaco,8,12/27/2021,12/6/2023,38
471,David Cowan,https://picsum.photos/67/922,brennandebra@example.net,271-470-1290x369,Summer travel something where onto. Society director close. Item finish wonder exist.,"Bradley, Brooks and Contreras",Technology,Opportunity,87804,Won,1/7/2024,Ongoing,Other,Botswana,7,11/23/2021,12/23/2023,84
472,Stephanie Lamb,https://placekitten.com/238/317,mcclainshannon@example.org,419-814-6058,Federal rock if imagine shake religious.,"Mcdowell, Brown and Mcgrath",Healthcare,Proposal,11064,Lost,1/12/2024,Ongoing,Yahoo,British Virgin Islands,8,6/22/2023,12/7/2023,97
473,Allen Terrell DVM,https://placekitten.com/774/514,lorilevine@example.org,8367172348,Pass for free senior thus spend final. Heart beyond among boy few campaign anyone. Letter record not sit central party.,Butler Ltd,Technology,Closed Deal,84398,Lost,12/30/2023,Ongoing,X,Fiji,5,4/2/2021,12/23/2023,25
474,Lisa Payne,https://placekitten.com/635/213,aliciaprince@example.net,+1-872-761-3773x3766,North management open join everyone. Woman summer none human. Reason describe skill light section style.,"Molina, Doyle and Avila",Retail,Proposal,57153,Lost,1/4/2024,Ongoing,Website,India,9,9/18/2022,12/6/2023,77
475,Sara Williams,https://placekitten.com/782/79,michaelmendez@example.com,553.377.3747,Kind Democrat determine end firm score.,Martinez-White,Finance,Proposal,42495,Won,1/20/2024,Completed,Other,Turks and Caicos Islands,8,10/3/2022,12/22/2023,14
476,Elizabeth Taylor,https://picsum.photos/415/11,jill12@example.org,(632)932-5625,Care generation how the once think. Statement best car any cultural federal. Require occur arrive huge.,Wong-Bryant,Finance,Opportunity,45411,Lost,1/13/2024,Ongoing,X,Togo,2,5/27/2023,12/2/2023,75
477,Tim Smith,https://dummyimage.com/20x597,contrerasalexandra@example.org,-4995,Item college run hand resource defense. Per own vote protect billion upon. His stage doctor actually occur day time.,Holloway-Contreras,Retail,Lead,79427,Lost,1/23/2024,Ongoing,X,Nepal,6,9/27/2022,12/22/2023,48
478,Jacob Parker,https://dummyimage.com/154x750,gravesmichelle@example.net,402-289-6438,Range your these keep sometimes machine join. Quite at customer win none rate some. Explain they heavy degree.,Stephens Inc,Retail,Proposal,47726,Won,1/17/2024,Ongoing,Yahoo,French Guiana,2,1/14/2021,12/12/2023,85
479,Deborah Ingram,https://placekitten.com/517/117,joshua71@example.com,+1-423-259-4781x66689,Call federal option strategy interview letter. End man middle only. How seven discussion offer.,Holt-Rivera,Healthcare,Proposal,7225,Lost,1/14/2024,Completed,Yahoo,United Kingdom,9,12/19/2020,12/26/2023,17
480,Pamela Larson,https://picsum.photos/55/583,kwebb@example.org,(328)372-9887x8285,Sea city surface day stock word read guy. Although she successful difference practice leg although. Trip gas care test of want organization.,Carter-Lynch,Healthcare,Proposal,44579,Won,1/13/2024,Completed,Instagram,Kyrgyz Republic,2,2/21/2022,12/21/2023,87
481,Nicholas Hale,https://dummyimage.com/486x856,cisneroskimberly@example.net,(431)418-2975,Page wonder mission onto day seven image. Throughout good any consumer when.,Morales PLC,Finance,Proposal,91410,Lost,12/30/2023,Ongoing,Website,Saint Kitts and Nevis,10,1/8/2023,12/12/2023,24
482,Philip Mcintosh,https://dummyimage.com/162x400,deborah53@example.net,(273)709-6981,Push girl commercial. Young determine up.,Anderson Inc,Technology,Closed Deal,33118,Won,1/8/2024,Completed,Yahoo,Malaysia,7,11/28/2021,12/10/2023,44
483,Mary Raymond,https://dummyimage.com/883x394,blackcatherine@example.net,448-497-0087x693,Present issue military must.,Farmer PLC,Technology,Closed Deal,37428,Lost,1/19/2024,Ongoing,X,China,6,6/27/2023,12/11/2023,59
484,Mr. Kevin Wagner MD,https://placekitten.com/468/146,gregoryjulie@example.net,+1-352-355-1765x54277,Line war help five seem. Prevent every present game. Any talk president compare difficult. Draw seek program firm source.,Smith-Martin,Healthcare,Lead,81645,Won,1/13/2024,Ongoing,X,Thailand,7,3/16/2021,12/22/2023,39
485,Timothy Brooks,https://picsum.photos/911/134,anthony06@example.org,001-985-323-4985x57676,Allow have media new make detail offer. Move want final source.,"Reid, Kennedy and Castro",Finance,Closed Deal,65849,Lost,1/7/2024,Completed,Other,Philippines,1,9/6/2023,12/23/2023,46
486,Colleen White,https://placekitten.com/263/406,ramirezlarry@example.org,001-308-509-9621,Stand over never standard. Alone impact later visit return. Low skill unit or southern.,Hughes LLC,Finance,Closed Deal,66172,Won,1/14/2024,Completed,Website,Vanuatu,2,11/4/2020,12/25/2023,44
487,Emily Wood,https://dummyimage.com/716x330,npineda@example.com,(516)483-2205,Child option learn enjoy letter stock. Call nice leave his. Maybe scientist we dream significant.,Harrison-Hernandez,Healthcare,Opportunity,34474,Won,1/4/2024,Completed,Instagram,Trinidad and Tobago,8,3/26/2022,12/13/2023,73
488,Elizabeth Jackson,https://placekitten.com/45/929,pnewton@example.net,885.325.7303x3662,Describe remember member ten. Month against agreement determine. Cultural official young great on.,Trevino PLC,Retail,Proposal,63146,Lost,1/10/2024,Ongoing,Facebook,Georgia,3,7/26/2021,12/19/2023,29
489,Jaclyn Valentine,https://placekitten.com/884/968,davisandrew@example.org,001-824-275-9333x739,Safe anyone something save total fear avoid. Nation left ask leader during treat. Job knowledge beyond force young table.,"Mora, Montoya and Aguilar",Retail,Closed Deal,80259,Lost,1/6/2024,Ongoing,Other,Equatorial Guinea,10,8/23/2020,12/19/2023,87
490,Crystal Salinas,https://dummyimage.com/105x448,obyrd@example.com,991-431-7975x1362,Employee too morning back eight enjoy. Whom necessary part value personal nature maybe above. Speech Democrat purpose kind sometimes.,Cooper Group,Technology,Opportunity,90427,Lost,1/1/2024,Ongoing,Google,Brunei Darussalam,8,10/17/2020,12/12/2023,22
491,Michael Ramirez,https://picsum.photos/631/984,maryrichards@example.org,001-824-346-9949x51607,Close public media arm. Suffer skin answer appear style take among. Themselves outside fill statement.,Andrade-Rice,Healthcare,Proposal,49381,Lost,1/23/2024,Ongoing,Yahoo,Lesotho,3,4/24/2022,12/16/2023,41
492,Kathryn Morales,https://picsum.photos/891/380,francissuzanne@example.com,001-767-462-8593,Happen maintain back ready structure family. System activity different piece throw.,Herman-Graves,Healthcare,Closed Deal,11992,Won,1/7/2024,Completed,Other,Saint Lucia,5,12/11/2023,12/27/2023,21
493,James Erickson,https://dummyimage.com/934x52,grace88@example.net,921.553.2594x53312,When side leave turn clearly campaign.,Wright-Caldwell,Finance,Closed Deal,97144,Won,1/9/2024,Completed,Google,Jamaica,10,11/18/2022,12/20/2023,62
494,Brittany Bean,https://dummyimage.com/480x417,garrettlisa@example.org,353-346-4444,Performance student sea factor mean maintain. Provide hit clear peace no everyone letter.,"Moreno, Castillo and Harris",Technology,Proposal,88426,Won,1/7/2024,Ongoing,X,Cyprus,10,2/13/2023,12/14/2023,6
