First Name,Last Name,Email,Phone Number,Company Name,Industry,Lead Source,Lead Status,Lead Score,Created Date,Opportunity Amount,Opportunity Stage,Probability of Close,Age,Gender,Location,Product Interest,Last Interaction Date,Contract Type,Contract Start Date,Contract End Date,Monthly Revenue,Support Tickets Open,Support Tickets Closed,Last Email Sent Date,Last Phone Call Date,Last Meeting Date,Email Thread,Notes,Comments
Patrick,Howe,daniellesanford@example.org,623-201-3112,Walsh PLC,Retail,Referral,Contacted,1,2020-02-06,51887,Prospecting,0.4014976798461286,31,Female,West Elizabeth,Product D,2023-09-19,Subscription,2022-05-12,2023-09-11,6716,1,1,2023-11-03,2024-01-08,2023-02-26,"['Brother foot cold. Building road whom we blue probably whether.', 'Enough former food participant collection.']","['This believe break report. Yes audience scene need individual. Team run build use sign respond team commercial. Performance season everything town already member radio.', 'Next natural raise us hotel manage. Plan agree box church. Energy cost purpose society close.']","['Live national him office claim ahead last. Above describe finally everybody single treat interview begin.', 'Early capital site few lead. Realize line join deal parent seat south.']"
Shirley,Daniel,cmcmillan@example.org,782.241.5663x6428,"Hill, Underwood and Wiley",Healthcare,Social Media,Lost,99,2024-01-05,92769,Needs Analysis,0.23773721715059237,77,Female,Justinview,Product C,2023-05-15,Custom,2021-03-18,2023-02-28,5622,4,2,2023-03-08,2023-03-15,2024-02-12,"['Happy across well affect chair.', 'It key study bill simply. Start its effect blue. Beautiful huge cup thought coach.']","['Teach push voice effect carry community. Mouth worker American Congress ok community there.', 'Consumer reduce approach certain sell whose. Happen bed site training they. Special list include quickly minute power career may.']","['Employee significant at authority. Heavy drive table site.', 'Ago find mission red shoulder approach. Generation that voice after.']"
Ian,Moore,phyllisjohnson@example.com,360.674.9776x16065,"Boyd, Nelson and Williams",Healthcare,Referral,Lost,44,2020-01-30,66230,Needs Analysis,0.5492912393097132,31,Female,Elizabethshire,Product C,2023-11-14,Custom,2022-05-11,2023-10-04,3082,4,2,2024-02-14,2023-11-13,2023-12-19,"['Must experience successful opportunity he yeah degree. Why floor travel page hit.', 'Trouble office task sign campaign trouble. Some move possible program long.']",['Let partner decide reflect drive box.'],['Anyone method process figure agent weight market. Matter many natural game. Strong candidate onto suddenly strong rich draw.']
Brianna,Owen,kcook@example.org,001-889-405-0053x484,"Cox, Jones and Diaz",Retail,Website,Qualified,56,2020-05-05,40875,Prospecting,0.5697775805395349,26,Male,Heatherfort,Product D,2023-04-10,Subscription,2021-03-15,2023-05-24,3619,0,0,2023-03-26,2023-11-09,2023-12-08,"['Might home become material economy successful. Win cut center. Probably involve or recognize collection guy quickly.', 'Word wrong talk series control important. Less Democrat actually activity why glass.']","['Case total forward happy treat southern.', 'Worker evidence kind authority onto. Which policy water believe I career.']","['Training light entire partner. Country throughout someone majority.', 'Reach figure occur wish record wish threat. Benefit public newspaper as produce. Low heavy build sure drive part glass.']"
Julie,Knight,grantanna@example.com,001-485-583-0176x9492,Evans and Sons,Manufacturing,Social Media,Lost,61,2023-07-04,68779,Negotiation,0.2050891748860969,20,Female,New Joshuafurt,Product C,2023-10-31,One-time Purchase,2021-04-29,2023-03-03,7459,0,0,2023-03-09,2023-03-10,2023-06-10,"['Adult it question action happen. Natural owner per forward contain. Our chair account.', 'Music bit game fight just. Executive unit owner authority make. Meeting front owner wonder.', 'Office this contain suddenly phone source help here. Spring leader just type rather.']","['Away gas allow federal hard technology. Bit piece the situation state.', 'Total under during system which wear.']","['Try season we. I special medical anyone change discuss.', 'Today hotel policy paper know impact item forget. Position method finally home pull. Nation television experience hot.']"
Frank,Salas,russell88@example.org,(483)336-3187x6200,"Choi, Perez and Shaw",Healthcare,Website,New,39,2021-08-05,91941,Proposal,0.9406518096111575,29,Female,Margaretport,Product C,2023-11-21,One-time Purchase,2022-07-22,2023-03-25,6813,2,2,2023-03-06,2023-10-26,2023-07-29,['Dog capital rise pass attorney responsibility. Offer hand upon.'],"['Sense establish theory generation raise various.', 'Interview job me not goal radio event glass. Baby ago suffer live middle leg. Generation detail base building art how.']",['Difference history wear. Yes central analysis explain success reality.']
Sierra,Osborn,reneeharris@example.net,387-221-9143,Hunt and Sons,Technology,Cold Call,Lost,48,2020-01-26,31466,Closed Lost,0.26074248711116554,80,Male,Port Tracy,Product A,2023-03-24,Subscription,2021-11-21,2023-04-05,1031,5,5,2023-08-14,2023-03-08,2023-06-08,"['Happy their per recent. Arrive today the born far three choice. Contain seek game.', 'Or main talk who voice shoulder. Lawyer door much approach present trial. Difference walk character conference water bank. Movie tend forget.', 'Page research throughout rather safe image. Area out whether today. And defense theory simple customer compare.']",['Health until reality this. Republican collection box she.'],"['Fact particularly turn court. Born far enough center defense hand. Language establish necessary store ago thank campaign either.', 'Speech to magazine gas range attack. Up week traditional officer forget house. Speech standard probably talk list stand why.', 'Represent strategy the media listen single dark draw. Involve expert movement store sure east fear.']"
Robert,Foster,willisthomas@example.org,995-300-8790x270,Evans-Lewis,Manufacturing,Referral,Qualified,94,2021-11-23,67839,Closed Lost,0.5435687449179135,49,Male,Allenfort,Product C,2023-08-29,Custom,2022-11-03,2023-05-30,2978,3,1,2024-02-16,2023-07-01,2023-02-18,"['Parent your big hear simply as. Notice someone then write remember.', 'Majority program school civil best let Mrs detail. Each travel decision answer.', 'Activity tax wide western president world. Option understand next why sort wonder quite where.']","['Laugh material cause perform you lot radio. Man according area radio probably station too stop. Including she second although various the large.', 'Understand term maintain key agreement executive least. Research stand social poor. Audience add organization.']",['Skill car approach resource street know every night. Ten research participant institution wide drive approach particular.']
David,Bradley,ygutierrez@example.com,+1-206-902-0957x79195,Dickerson-Jordan,Finance,Referral,Contacted,2,2021-01-21,15587,Needs Analysis,0.29831188639921646,76,Female,Lake Phillip,Product A,2023-04-21,Subscription,2022-10-03,2023-10-31,9555,2,0,2023-06-08,2023-11-29,2023-07-09,"['Whether maintain even go move mind usually. Order member yet kitchen edge no. At teach physical inside increase.', 'Western color deal. Baby list question available goal fish have wrong.']","['Dinner nor agency near. Thus enter culture despite.', 'Determine after night friend draw foreign century girl. Believe sign call animal.']",['By thank college old like.']
Andrew,Morales,smithcaroline@example.org,001-328-843-1749x6284,Booth Inc,Manufacturing,Referral,New,44,2023-01-11,13316,Closed Won,0.948361076956079,30,Female,Port Brendan,Product A,2023-08-28,Subscription,2021-05-15,2023-11-10,1316,4,1,2024-01-26,2023-03-06,2023-11-23,"['Include it pass. Tonight wear during send.', 'Turn effort court positive explain task fund. General cut let catch create help trouble. Page political company beyond many hold which.']","['Writer east center plan shake. Growth no management occur. Director reflect far already question.', 'Man challenge truth now rather manager son. Thus throw offer choose away. Idea family case by defense customer offer. Style billion population green remain respond home.', 'Stage population two despite outside senior American. Condition land chair improve. Thousand provide should movie material interview federal.']",['This occur drive organization at own enjoy spring. Talk hot man Mr century read admit because. Change save dinner available two.']
Thomas,Avila,veronica73@example.org,299.750.2126x420,Brown-Hernandez,Healthcare,Website,Lost,23,2022-02-12,71007,Closed Lost,0.028181226179222585,39,Male,South Kristina,Product C,2023-03-09,Subscription,2022-12-27,2023-03-14,2203,6,2,2024-02-16,2023-10-10,2023-11-28,"['Charge drug mouth trial. Prepare them just method part practice.', 'Student business reality because return edge federal. Approach accept enter easy.', 'Spring citizen large easy feel discuss fact. Voice process inside fear. Help pass parent hope why indicate letter garden.']","['South check economy. Skill ready professor water. Later top whatever article toward official.', 'Laugh degree bag thank answer whole owner. Drop quality state cost. Film never whether management fall card.']",['Than science case stay yard central be national. Minute company then appear child process risk. Building despite break I and local for really.']
Michael,White,ribarra@example.com,870-276-6142x4236,Barnes-Watson,Retail,Cold Call,Contacted,95,2020-11-16,69829,Prospecting,0.5846047009876901,54,Male,Howestad,Product D,2023-12-26,Service Agreement,2022-04-21,2023-04-11,9805,3,1,2024-01-23,2023-03-01,2023-06-25,"['Quality color professional rich effect right oil. Term study response price staff general bad. Become only phone could.', 'May order keep station product month. Evening environmental their partner. Feel total left industry story.', 'Large in year. Thank difficult whole clear since.']","['Son more what reduce model speech court. Natural market answer scene.', 'Difficult home together. Article little character instead easy.', 'Growth true sing hotel. Wish partner move meeting among knowledge wife.']","['Form whose share science teach here bar. Ready under north provide where sometimes late. Southern physical record his easy everybody appear.', 'Top well inside buy authority civil just. Help moment past fire international. Ball voice wish remain ball land.']"
Kathryn,Parker,katherinejenkins@example.com,(852)667-0868,"Smith, Norton and Jimenez",Technology,Social Media,Contacted,95,2023-08-10,43890,Qualification,0.9911822447095607,29,Female,Riveraport,Product C,2023-05-19,Service Agreement,2021-12-17,2023-07-29,1455,8,1,2023-07-26,2023-12-19,2023-11-11,"['Only executive itself draw standard leave. Suffer no eat interest senior.', 'Account give eye. Trial whom parent apply spring challenge join.', 'Officer pretty others approach already than government.']",['Space late visit most mouth should letter product. Work social significant else nor do fight. Forget garden morning able detail anyone former cup.'],"['Power put trouble develop force. Girl she surface affect spend. Exist light food score.', 'The part trial traditional something with. Some seven someone indicate allow us what social. Owner seven concern task.', 'Nothing western kind clearly guy picture. Character option name skill way down. Candidate course day job.']"
